Site,HE,TN,TS,day.TS,night.TS
SOA01,0,60,0,0,0
SOA02,0,60,0,0,0
SOA03,0,52,0,0,0
SOA04,0,60,0,0,0
SOA05,0,61,0,0,0
SOA06,0,59,0,0,0
SOA07,1,52,0.01923077,0.01923077,0
SOA08,0,59,0,0,0
SOA09,0,58,0,0,0
SOA10,0,58,0,0,0
SOA11,0,58,0,0,0
SOA12,0,58,0,0,0
SOA13,0,37,0,0,0
SOA14,0,58,0,0,0
SOA15,0,58,0,0,0
SOA16,0,58,0,0,0
SOA17,0,38,0,0,0
SOA18,0,49,0,0,0
SOA19,2,52,0.03846154,0.03846154,0
SOA20,0,5,0,0,0
